,期数,红球_1,红球_2,红球_3,红球_4,红球_5,蓝球_1,蓝球_2
2133,09023,15,17,21,27,33,07,11
2134,09022,12,14,17,34,35,04,11
2135,09021,01,15,31,32,34,03,08
2136,09020,05,16,18,32,35,02,11
2137,09019,04,29,31,32,35,04,10
2138,09018,01,06,13,28,29,03,09
2139,09017,05,11,23,26,33,04,12
2140,09016,10,11,20,26,27,09,11
2141,09015,01,05,10,16,27,03,04
2142,09014,08,14,15,25,26,07,09
2143,09013,05,24,26,30,35,05,12
2144,09012,02,05,20,25,31,10,12
2145,09011,02,11,13,14,21,02,04
2146,09010,02,09,12,21,29,07,11
2147,09009,12,18,23,26,32,06,09
2148,09008,04,17,21,29,31,02,12
2149,09007,06,14,15,29,35,06,11
2150,09006,02,04,22,31,35,09,12
2151,09005,10,11,15,31,32,05,08
2152,09004,01,03,22,32,35,06,10
2153,09003,16,18,23,30,32,02,11
2154,09002,01,04,07,12,30,05,10
2155,09001,01,15,23,27,30,04,10
2156,08154,05,07,10,29,32,04,06
2157,08153,02,04,06,25,26,02,05
2158,08152,03,05,14,20,33,07,11
2159,08151,07,10,27,31,34,08,09
2160,08150,01,09,10,15,25,03,08
2161,08149,02,05,06,27,29,03,04
2162,08148,03,07,20,33,35,04,07
2163,08147,16,18,19,24,35,11,12
2164,08146,09,23,24,26,33,07,12
2165,08145,05,16,27,29,30,05,11
2166,08144,10,19,27,28,33,05,12
2167,08143,01,02,22,29,32,01,04
2168,08142,06,18,21,30,35,08,09
2169,08141,09,15,18,30,34,04,05
2170,08140,02,09,11,29,32,08,09
2171,08139,01,06,10,14,22,06,08
2172,08138,04,05,18,22,35,07,08
2173,08137,01,10,25,32,35,05,09
2174,08136,03,28,29,32,34,01,06
2175,08135,07,22,25,29,33,01,12
2176,08134,11,13,15,28,35,08,10
2177,08133,10,12,15,33,35,03,09
2178,08132,06,14,24,27,29,05,09
2179,08131,08,09,12,21,32,07,11
2180,08130,03,05,22,29,34,07,12
2181,08129,13,16,20,25,27,04,05
2182,08128,12,15,23,24,25,10,11
2183,08127,08,21,22,31,33,01,07
2184,08126,09,29,32,34,35,01,08
2185,08125,01,04,28,33,34,06,11
2186,08124,02,10,13,29,33,06,10
2187,08123,01,06,12,28,31,08,09
2188,08122,03,06,12,20,29,09,12
2189,08121,11,23,24,32,35,04,10
2190,08120,21,23,24,25,32,03,04
2191,08119,01,02,10,19,27,01,11
2192,08118,06,09,19,25,30,06,12
2193,08117,13,23,24,25,30,02,08
2194,08116,06,08,15,24,31,01,03
2195,08115,07,09,19,21,33,07,10
2196,08114,02,03,22,27,31,06,07
2197,08113,11,14,17,19,22,01,08
2198,08112,04,18,26,32,33,05,08
2199,08111,02,11,12,14,19,05,09
2200,08110,05,16,25,27,33,04,09
2201,08109,01,10,18,28,34,05,08
2202,08108,11,16,24,29,32,09,11
2203,08107,01,02,13,15,16,04,09
2204,08106,03,05,21,28,33,02,06
2205,08105,12,21,22,26,35,04,05
2206,08104,07,08,10,24,34,08,11
2207,08103,02,11,22,30,34,04,09
2208,08102,05,25,26,29,35,03,10
2209,08101,10,13,23,31,33,04,11
2210,08100,12,20,26,29,30,02,06
2211,08099,03,18,23,25,30,06,10
2212,08098,07,10,22,27,33,04,08
2213,08097,01,10,31,33,35,03,10
2214,08096,06,07,12,25,28,02,12
2215,08095,03,04,11,21,25,01,07
2216,08094,07,12,19,27,34,11,12
2217,08093,06,07,10,24,30,05,08
2218,08092,03,23,26,32,34,04,09
2219,08091,09,13,19,22,25,04,10
2220,08090,04,11,18,33,34,02,06
2221,08089,08,13,24,32,33,03,09
2222,08088,07,11,19,27,31,02,03
2223,08087,14,22,32,33,35,01,05
2224,08086,01,06,10,22,35,03,07
2225,08085,03,07,13,15,19,02,10
2226,08084,02,17,20,22,25,05,11
2227,08083,06,14,15,30,31,03,10
2228,08082,15,19,29,33,35,01,02
2229,08081,07,08,20,22,29,04,07
2230,08080,06,09,29,31,33,05,11
2231,08079,20,23,26,32,33,05,12
2232,08078,08,17,20,28,31,07,11
2233,08077,01,08,21,33,34,05,07
2234,08076,03,05,10,27,34,01,12
2235,08075,01,10,13,30,33,06,07
2236,08074,10,13,22,31,35,04,12
2237,08073,02,05,06,07,31,08,10
2238,08072,10,25,32,33,34,03,09
2239,08071,01,05,11,14,25,01,09
2240,08070,09,17,18,21,31,01,05
2241,08069,05,13,16,29,33,06,08
2242,08068,06,09,11,33,34,06,10
2243,08067,03,10,14,15,22,04,07
2244,08066,02,07,21,22,25,04,12
2245,08065,19,22,23,25,32,06,12
2246,08064,14,18,24,27,31,06,07
2247,08063,07,11,24,30,35,06,08
2248,08062,01,15,27,28,29,03,10
2249,08061,07,10,14,19,32,03,06
2250,08060,03,13,17,23,30,01,11
2251,08059,07,13,21,25,31,08,10
2252,08058,03,09,11,29,33,03,12
2253,08057,05,08,09,17,33,05,06
2254,08056,15,19,25,30,31,03,09
2255,08055,02,14,28,30,35,04,12
2256,08054,05,14,23,31,35,02,06
2257,08053,01,13,21,23,32,03,06
2258,08052,03,18,19,30,35,05,09
2259,08051,01,07,09,11,33,03,11
2260,08050,01,05,11,26,27,03,07
2261,08049,01,11,14,28,30,03,10
2262,08048,01,13,22,25,27,02,10
2263,08047,12,18,22,23,30,06,12
2264,08046,11,25,26,27,35,07,08
2265,08045,14,32,33,34,35,02,04
2266,08044,02,21,23,27,32,10,11
2267,08043,05,08,10,31,33,02,04
2268,08042,05,10,13,32,35,04,05
2269,08041,07,17,21,22,28,05,10
2270,08040,04,08,19,22,29,08,11
2271,08039,07,11,15,27,35,04,07
2272,08038,12,13,19,32,33,02,10
2273,08037,11,20,24,31,35,04,10
2274,08036,09,19,22,30,32,01,10
2275,08035,02,12,13,29,30,05,07
2276,08034,06,07,18,34,35,05,10
2277,08033,03,10,21,23,30,01,09
2278,08032,03,09,19,27,33,09,10
2279,08031,14,20,23,27,28,02,04
2280,08030,03,21,23,26,35,05,08
2281,08029,06,11,18,29,30,04,11
2282,08028,03,11,17,19,26,07,12
2283,08027,05,17,23,31,32,04,08
2284,08026,01,21,22,24,25,08,10
2285,08025,06,10,12,15,28,04,12
2286,08024,08,12,17,20,30,01,02
2287,08023,06,26,31,32,34,07,10
2288,08022,09,12,13,25,31,08,10
2289,08021,05,10,13,21,24,04,09
2290,08020,04,05,15,17,33,04,08
2291,08019,08,24,25,29,31,04,05
2292,08018,03,06,07,11,30,02,03
2293,08017,02,14,25,29,32,01,06
2294,08016,08,10,11,17,19,06,09
2295,08015,09,18,20,27,33,06,09
2296,08014,04,07,10,28,34,01,06
2297,08013,01,11,19,22,35,05,09
2298,08012,02,10,29,32,35,02,03
2299,08011,14,20,22,24,27,07,10
2300,08010,06,23,24,27,29,06,08
2301,08009,04,08,12,24,30,05,08
2302,08008,02,06,08,17,32,08,09
2303,08007,03,04,05,12,28,03,12
2304,08006,10,12,26,29,34,05,07
2305,08005,18,25,29,31,34,09,10
2306,08004,09,22,24,31,33,08,09
2307,08003,01,11,13,32,35,02,07
2308,08002,01,12,24,31,32,10,12
2309,08001,01,02,11,34,35,03,10
2310,07093,06,08,16,25,27,08,12
2311,07092,06,19,27,28,29,06,10
2312,07091,07,12,26,31,32,03,08
2313,07090,04,20,24,31,33,09,12
2314,07089,08,13,24,30,34,01,12
2315,07088,17,18,21,23,33,06,10
2316,07087,08,18,30,31,33,04,09
2317,07086,14,18,19,26,28,03,09
2318,07085,17,24,28,29,33,02,05
2319,07084,05,11,18,29,34,10,11
2320,07083,01,05,20,21,24,03,04
2321,07082,03,05,14,33,34,07,08
2322,07081,06,18,20,22,35,04,09
2323,07080,01,15,20,25,27,05,10
2324,07079,06,09,25,26,31,02,08
2325,07078,09,12,14,22,23,01,02
2326,07077,04,06,12,13,24,01,04
2327,07076,02,09,12,15,31,09,10
2328,07075,05,11,20,30,32,07,11
2329,07074,16,17,23,24,31,05,10
2330,07073,04,05,09,12,23,02,11
2331,07072,21,24,26,27,33,01,05
2332,07071,10,22,32,33,35,01,07
2333,07070,07,26,29,30,35,03,04
2334,07069,02,13,16,21,35,01,05
2335,07068,04,09,13,14,33,06,10
2336,07067,11,18,25,30,31,04,09
2337,07066,04,07,08,19,24,07,12
2338,07065,19,20,24,29,31,09,10
2339,07064,02,16,32,33,35,05,10
2340,07063,10,31,33,34,35,07,12
2341,07062,01,04,10,14,29,11,12
2342,07061,02,10,19,28,29,02,09
2343,07060,12,13,29,30,31,04,07
2344,07059,04,15,23,31,33,03,09
2345,07058,08,21,25,28,33,02,06
2346,07057,14,16,30,32,35,06,07
2347,07056,04,11,17,20,21,05,09
2348,07055,10,16,24,31,33,07,10
2349,07054,04,10,19,29,34,03,06
2350,07053,11,16,19,21,25,01,10
2351,07052,01,14,29,32,33,05,10
2352,07051,03,07,24,28,35,08,11
2353,07050,13,21,22,30,35,01,11
2354,07049,09,10,15,17,32,04,06
2355,07048,08,25,26,29,35,06,08
2356,07047,01,06,15,19,35,02,09
2357,07046,04,16,18,23,30,01,10
2358,07045,09,16,20,26,35,11,12
2359,07044,04,05,07,12,26,01,10
2360,07043,04,09,22,24,31,02,06
2361,07042,07,10,22,31,35,05,06
2362,07041,03,16,17,22,35,01,08
2363,07040,05,21,25,28,35,01,04
2364,07039,10,11,20,21,35,07,11
2365,07038,06,21,25,27,32,08,09
2366,07037,01,06,07,17,31,11,12
2367,07036,15,18,21,27,34,01,02
2368,07035,07,11,16,31,32,01,12
2369,07034,06,08,11,13,22,02,11
2370,07033,01,05,08,14,22,03,12
2371,07032,01,13,21,23,32,04,11
2372,07031,03,21,27,31,32,06,08
2373,07030,11,14,27,33,35,02,07
2374,07029,15,22,25,29,35,09,11
2375,07028,20,26,30,34,35,03,10
2376,07027,02,03,10,19,27,06,10
2377,07026,05,09,13,33,35,01,08
2378,07025,22,24,26,27,34,02,10
2379,07024,06,16,20,25,31,04,09
2380,07023,08,10,23,32,34,08,10
2381,07022,08,10,12,23,25,03,10
2382,07021,02,04,24,29,33,01,02
2383,07020,02,06,11,12,18,05,12
2384,07019,03,06,17,22,23,04,06
2385,07018,03,04,16,23,28,06,09
2386,07017,13,14,29,32,34,03,12
2387,07016,01,14,19,24,31,03,12
2388,07015,02,08,12,13,17,11,12
2389,07014,01,02,07,29,32,06,07
2390,07013,12,17,27,29,34,06,09
2391,07012,03,12,15,29,34,07,11
2392,07011,29,32,33,34,35,09,10
2393,07010,06,08,18,29,34,09,11
2394,07009,01,03,09,19,34,09,12
2395,07008,02,08,11,21,23,04,07
2396,07007,14,16,25,26,35,04,09
2397,07006,01,16,20,23,28,03,06
2398,07005,01,09,19,20,30,02,11
2399,07004,06,10,16,17,25,02,04
2400,07003,03,04,18,23,32,01,06
2401,07002,15,22,31,34,35,05,12
2402,07001,22,24,29,31,35,04,11
